Iteration, Loss, bcs, res, Time, l2
0, 0.23928546905517578, 0.2385803908109665, 0.0007050758576951921, 0.9975743293762207, 0.9902700176120041
100, 0.1592293083667755, 0.15020117163658142, 0.009028137661516666, 2.8739709854125977, 0.8007648447443764
200, 0.0935337096452713, 0.0636916384100914, 0.0298420749604702, 4.725705623626709, 0.5932731506383525
300, 0.08722968399524689, 0.05910411477088928, 0.028125567361712456, 6.537901163101196, 0.5826829404387401
400, 0.07302875071763992, 0.04931008070707321, 0.02371867001056671, 8.419913053512573, 0.5391241742338594
500, 0.06511865556240082, 0.04387577995657921, 0.02124287188053131, 10.417210102081299, 0.5041012804265288
600, 0.05971642956137657, 0.041108909994363785, 0.018607519567012787, 12.250861883163452, 0.4913480406437715
700, 0.053170375525951385, 0.03624541312456131, 0.016924962401390076, 14.228924036026001, 0.45754523184903273
800, 0.031116945669054985, 0.019872985780239105, 0.01124395988881588, 18.317795753479004, 0.32113283407332016
900, 0.023115715011954308, 0.013057473115622997, 0.01005824189633131, 23.00152277946472, 0.251452913425618
1000, 0.02278793230652809, 0.0089312344789505, 0.013856696896255016, 27.771857976913452, 0.20727205226053944
1100, 0.012486863881349564, 0.006305043585598469, 0.0061818198300898075, 32.52853178977966, 0.1728234187242127
1200, 0.00984102115035057, 0.004534166771918535, 0.005306853912770748, 37.22338652610779, 0.14673283506073492
1300, 0.008105002343654633, 0.0035802540369331837, 0.004524748772382736, 41.94731950759888, 0.13068204306054834
1400, 0.006861518137156963, 0.0030393183697015047, 0.0038222000002861023, 46.614035844802856, 0.12130692523045354
1500, 0.006096201948821545, 0.002737421775236726, 0.003358780173584819, 51.22727870941162, 0.1169686962418993
1600, 0.005046997684985399, 0.002062123501673341, 0.0029848741833120584, 55.91106677055359, 0.10196275255840144
1700, 0.004522726871073246, 0.0018557936418801546, 0.0026669329963624477, 60.58432126045227, 0.09751970195356675
1800, 0.004203147254884243, 0.0017457377398386598, 0.002457409631460905, 65.2926983833313, 0.09532173398869258
1900, 0.005146162584424019, 0.001621784525923431, 0.003524377942085266, 69.99363136291504, 0.09342289523334432
2000, 0.005011442117393017, 0.0014877275098115206, 0.0035237143747508526, 74.6722321510315, 0.0903426039639058
2100, 0.003418822307139635, 0.0013527562841773033, 0.0020660660229623318, 79.39796233177185, 0.08702029236162251
2200, 0.00642248522490263, 0.0012546032667160034, 0.0051678819581866264, 84.20727157592773, 0.08507962333101735
2300, 0.0031044157221913338, 0.0011969914194196463, 0.0019074244191870093, 89.05299758911133, 0.08317184458002849
2400, 0.003052022308111191, 0.0011086437152698636, 0.0019433785928413272, 93.94186520576477, 0.08104600343505297
2500, 0.002909536939114332, 0.00107434275560081, 0.0018351941835135221, 98.82558488845825, 0.08071126315080725
2600, 0.004403500352054834, 0.001123591442592442, 0.003279909025877714, 103.55271577835083, 0.08311501354703198
2700, 0.00542793981730938, 0.0009585617808625102, 0.0044693779200315475, 108.27882671356201, 0.0776714149665828
2800, 0.005315416492521763, 0.0009329955792054534, 0.004382420796900988, 111.46242666244507, 0.07832570350516449
2900, 0.0023183899465948343, 0.0008842443930916488, 0.0014341456117108464, 113.31158971786499, 0.07578746020814636
