Iteration, Loss, bcs, res, Time, l2
240, 0.12510302662849426, 0.036834750324487686, 0.08695877343416214, 0.0013095078757032752, 510.3938910961151, 0.2861042320728302
250, 0.12422072887420654, 0.035516511648893356, 0.08753854036331177, 0.0011656791903078556, 531.9536230564117, 0.27650877833366394
260, 0.12307503819465637, 0.034245382994413376, 0.08774151653051376, 0.001088133081793785, 553.2648305892944, 0.2655617594718933
270, 0.12239319831132889, 0.03397752344608307, 0.08672530949115753, 0.0016903619980439544, 574.5495624542236, 0.25842881202697754
280, 0.12092137336730957, 0.03260580822825432, 0.08698293566703796, 0.001332634361460805, 595.6153812408447, 0.2466428577899933
290, 0.12030721455812454, 0.03178998827934265, 0.08664388954639435, 0.0018733348697423935, 616.753937959671, 0.24065670371055603
300, 0.11959382891654968, 0.030956022441387177, 0.08686134219169617, 0.0017764612566679716, 637.3725001811981, 0.23079435527324677
310, 0.11908361315727234, 0.031083401292562485, 0.08615117520093918, 0.0018490294460207224, 658.727789402008, 0.2211049348115921
320, 0.11849483102560043, 0.031213894486427307, 0.08565962314605713, 0.0016213161870837212, 680.4830811023712, 0.20909136533737183
330, 0.11774136126041412, 0.0299491286277771, 0.08638280630111694, 0.0014094242360442877, 702.136664390564, 0.2004011571407318
340, 0.11723767220973969, 0.029330335557460785, 0.08645063638687134, 0.0014566989848390222, 723.5381696224213, 0.18944039940834045
350, 0.11681471019983292, 0.02865033596754074, 0.08641953766345978, 0.0017448337748646736, 745.266250371933, 0.18303130567073822
360, 0.11634930968284607, 0.028342274948954582, 0.08635206520557404, 0.001654969179071486, 766.6923129558563, 0.17933735251426697
370, 0.11534920334815979, 0.027795586735010147, 0.08611059933900833, 0.001443010289222002, 836.192342042923, 0.17335522174835205
380, 0.1148887500166893, 0.026650430634617805, 0.08648720383644104, 0.0017511193873360753, 858.0727736949921, 0.16954705119132996
390, 0.11394398659467697, 0.026498643681406975, 0.08598826080560684, 0.001457079080864787, 879.5701718330383, 0.16117523610591888
400, 0.113533154129982, 0.026343893259763718, 0.08570975065231323, 0.0014795053284615278, 901.2808978557587, 0.1580520123243332
410, 0.11255086958408356, 0.025162499397993088, 0.08583108335733414, 0.0015572822885587811, 923.2131459712982, 0.1529441624879837
420, 0.11189659684896469, 0.024412989616394043, 0.0855981856584549, 0.001885422971099615, 944.6904599666595, 0.14800888299942017
430, 0.11141668260097504, 0.02345084398984909, 0.08605920523405075, 0.001906630233861506, 965.7456817626953, 0.14426289498806
440, 0.11076942086219788, 0.022873245179653168, 0.0859997346997261, 0.0018964392365887761, 987.0400102138519, 0.14401404559612274
450, 0.1100243628025055, 0.0222635418176651, 0.08619782328605652, 0.0015629996778443456, 1008.6704652309418, 0.14351078867912292
460, 0.10949425399303436, 0.02156616374850273, 0.08618652820587158, 0.0017415620386600494, 1030.2600429058075, 0.13936161994934082
470, 0.10922810435295105, 0.021198708564043045, 0.08620693534612656, 0.0018224663799628615, 1051.4771692752838, 0.13726240396499634
480, 0.10863081365823746, 0.020547382533550262, 0.08629622310400009, 0.0017872070893645287, 1072.9288232326508, 0.13094452023506165
490, 0.10788676142692566, 0.02014893665909767, 0.08582281321287155, 0.0019150060834363103, 1093.9348905086517, 0.12429067492485046
500, 0.10745985805988312, 0.021109677851200104, 0.08451574295759201, 0.0018344363197684288, 1114.5319571495056, 0.11620087176561356
510, 0.10655802488327026, 0.01984499767422676, 0.08459951728582382, 0.002113503171131015, 1135.9514169692993, 0.10826125741004944
520, 0.10585570335388184, 0.018199317157268524, 0.08554766327142715, 0.002108723158016801, 1157.5756916999817, 0.10600519925355911
530, 0.10556003451347351, 0.018759924918413162, 0.08431483060121536, 0.0024852848146110773, 1229.764675617218, 0.10031261295080185
540, 0.10511592030525208, 0.018559221178293228, 0.08414684981107712, 0.0024098558351397514, 1250.8382573127747, 0.09242593497037888
550, 0.1037827655673027, 0.01668403297662735, 0.08387751132249832, 0.0032212194055318832, 1272.3085114955902, 0.09147748351097107
560, 0.10325508564710617, 0.0163805540651083, 0.08392669260501862, 0.0029478399083018303, 1294.3207228183746, 0.08939953148365021
570, 0.10210713744163513, 0.01599128358066082, 0.08202390372753143, 0.004091949202120304, 1315.4648234844208, 0.08338703215122223
580, 0.10163644701242447, 0.015058442018926144, 0.08220383524894714, 0.004374169744551182, 1336.8641350269318, 0.07990062236785889
590, 0.10071730613708496, 0.014951234683394432, 0.08198549598455429, 0.0037805731408298016, 1358.1082649230957, 0.07640522718429565
600, 0.09973622113466263, 0.015857256948947906, 0.07990099489688873, 0.003977972548455, 1379.4658551216125, 0.07083103805780411
610, 0.0992652103304863, 0.0155528848990798, 0.07988308370113373, 0.0038292373064905405, 1400.513132095337, 0.07038835436105728
620, 0.09865064173936844, 0.01605602540075779, 0.07882633805274963, 0.0037682820111513138, 1422.3058245182037, 0.06811587512493134
630, 0.09777818620204926, 0.01555885374546051, 0.07863092422485352, 0.0035884063690900803, 1444.2074928283691, 0.06597454100847244
640, 0.09631706029176712, 0.016616277396678925, 0.07710406929254532, 0.00259671569801867, 1466.0167951583862, 0.06428684294223785
650, 0.09587839245796204, 0.016259538009762764, 0.07734429091215134, 0.0022745649330317974, 1487.3509514331818, 0.061870135366916656
660, 0.09532380104064941, 0.016536662355065346, 0.07687398046255112, 0.0019131590379402041, 1509.2116520404816, 0.059473857283592224
670, 0.09492913633584976, 0.015696221962571144, 0.07755333930253983, 0.0016795804258435965, 1530.6764845848083, 0.05904705077409744
680, 0.09456266462802887, 0.015590605325996876, 0.07732003182172775, 0.0016520209610462189, 1551.7500483989716, 0.057202789932489395
690, 0.09422984719276428, 0.016032803803682327, 0.07647004723548889, 0.0017269946401938796, 1573.1085064411163, 0.05446360260248184
700, 0.09384096413850784, 0.016947917640209198, 0.07521229982376099, 0.0016807463252916932, 1594.5304083824158, 0.05180292949080467
710, 0.09349466860294342, 0.016604959964752197, 0.07532932609319687, 0.0015603831270709634, 1615.8890452384949, 0.04994731768965721
720, 0.09327833354473114, 0.016996201127767563, 0.07475840300321579, 0.0015237266197800636, 1637.5344698429108, 0.04786774143576622
730, 0.09294097125530243, 0.016914822161197662, 0.07451222091913223, 0.0015139307361096144, 1659.1536347866058, 0.04601053521037102
740, 0.09272748976945877, 0.017112262547016144, 0.07406716793775558, 0.0015480569563806057, 1680.6038568019867, 0.04536881297826767
750, 0.09248561412096024, 0.017165914177894592, 0.07391518354415894, 0.0014045127900317311, 1701.6133136749268, 0.045931607484817505
760, 0.09147379547357559, 0.01661420613527298, 0.07339934259653091, 0.0014602449955418706, 1723.194940328598, 0.045880623161792755
770, 0.09103922545909882, 0.01702764630317688, 0.07258137315511703, 0.0014302057679742575, 1744.369623184204, 0.04433901980519295
780, 0.09090499579906464, 0.01695498451590538, 0.07244168967008591, 0.0015083278995007277, 1765.3276867866516, 0.042082399129867554
790, 0.0907985121011734, 0.017329281195998192, 0.071815125644207, 0.00165410409681499, 1787.0786185264587, 0.04004409536719322
800, 0.09064902365207672, 0.017296254634857178, 0.0715470016002655, 0.0018057645065709949, 1809.012128353119, 0.037269316613674164
810, 0.0904039815068245, 0.017326951026916504, 0.07129175215959549, 0.0017852771561592817, 1830.546940088272, 0.03388284891843796
820, 0.09019451588392258, 0.016744010150432587, 0.07176680117845535, 0.00168370280880481, 1852.0333938598633, 0.03298589959740639
830, 0.08978431671857834, 0.01694500632584095, 0.07130231708288193, 0.0015369985485449433, 1873.1259129047394, 0.0321667417883873
840, 0.08961208164691925, 0.017146555706858635, 0.07088985294103622, 0.0015756692737340927, 1895.1021738052368, 0.031858403235673904
850, 0.08946803212165833, 0.017172541469335556, 0.0709046944975853, 0.0013907889369875193, 1916.5153815746307, 0.030726848170161247
860, 0.08930898457765579, 0.016966789960861206, 0.07089982181787491, 0.0014423723332583904, 1937.8723134994507, 0.029706699773669243
870, 0.08893922716379166, 0.01790861040353775, 0.06942383199930191, 0.0016067840624600649, 1959.2260615825653, 0.029305599629878998
880, 0.08877112716436386, 0.0182186346501112, 0.06897366791963577, 0.0015788247110322118, 1980.187789440155, 0.028307300060987473
890, 0.088607557117939, 0.018476121127605438, 0.06841573119163513, 0.0017157014226540923, 2001.220941543579, 0.027112649753689766
900, 0.08835753053426743, 0.01840781420469284, 0.06836896389722824, 0.0015807515010237694, 2022.3162078857422, 0.025745753198862076
910, 0.08807319402694702, 0.018183140084147453, 0.06858701258897781, 0.0013030399568378925, 2043.5285613536835, 0.024241233244538307
920, 0.08796094357967377, 0.018186338245868683, 0.06845160573720932, 0.0013229959877207875, 2064.9693746566772, 0.023187635466456413
930, 0.08779875934123993, 0.018752481788396835, 0.06787887215614319, 0.0011674102861434221, 2085.3665301799774, 0.022997576743364334
940, 0.08757005631923676, 0.018459824845194817, 0.0679265633225441, 0.0011836669873446226, 2103.459522485733, 0.022627128288149834
950, 0.08740974962711334, 0.01898149773478508, 0.06716231256723404, 0.001265937346033752, 2124.888417482376, 0.021553626284003258
960, 0.08722579479217529, 0.018763098865747452, 0.06728809326887131, 0.0011746000964194536, 2146.147191286087, 0.020240042358636856
970, 0.08716477453708649, 0.019061170518398285, 0.06680163741111755, 0.0013019632315263152, 2166.311630010605, 0.019054042175412178
980, 0.08699068427085876, 0.01911265030503273, 0.06663654744625092, 0.0012414871016517282, 2188.2746608257294, 0.018931370228528976
990, 0.08679787814617157, 0.019432861357927322, 0.06624583154916763, 0.0011191846570000052, 2208.70516705513, 0.01885957457125187
