Iteration, Loss, bcs, res, Time, l2
290, 0.13073423504829407, 0.04704047739505768, 0.0818546786904335, 0.001839080243371427, 217.15316009521484, 0.21328574419021606
300, 0.1296224594116211, 0.046982184052467346, 0.08121175318956375, 0.0014285242650657892, 227.3619031906128, 0.20645251870155334
310, 0.12838661670684814, 0.04623689502477646, 0.08091877400875092, 0.0012309555895626545, 237.49626350402832, 0.2006700187921524
320, 0.12750515341758728, 0.04546535760164261, 0.08037956058979034, 0.0016602459363639355, 247.5986454486847, 0.19462648034095764
330, 0.1266326904296875, 0.045647233724594116, 0.07879919558763504, 0.0021862518042325974, 257.65899443626404, 0.19298037886619568
340, 0.12629352509975433, 0.0454869344830513, 0.0776655375957489, 0.003141055814921856, 267.91898584365845, 0.18992337584495544
350, 0.1245097890496254, 0.04569372534751892, 0.07490039616823196, 0.003915665205568075, 278.04528307914734, 0.18735654652118683
360, 0.12295928597450256, 0.04611564055085182, 0.07181233167648315, 0.005031319800764322, 288.07408571243286, 0.18578217923641205
370, 0.12049244344234467, 0.04375256225466728, 0.07129418104887009, 0.005445702467113733, 298.38766717910767, 0.18432964384555817
380, 0.11856172978878021, 0.04256647825241089, 0.07169036567211151, 0.004304882604628801, 308.5234127044678, 0.1830294132232666
390, 0.11601637303829193, 0.04381561279296875, 0.06742265075445175, 0.004778105765581131, 318.7171936035156, 0.1806044578552246
400, 0.11422549933195114, 0.042743779718875885, 0.0673801377415657, 0.004101581405848265, 328.73319911956787, 0.1768387109041214
410, 0.11217772960662842, 0.0409492626786232, 0.06648275256156921, 0.00474571343511343, 339.17656087875366, 0.17447268962860107
420, 0.11010931432247162, 0.04060198739171028, 0.06416584551334381, 0.005341485142707825, 349.35402369499207, 0.17110848426818848
430, 0.10683628916740417, 0.041003111749887466, 0.062405213713645935, 0.003427969291806221, 359.5615735054016, 0.16974195837974548
440, 0.10368829220533371, 0.04007106274366379, 0.06062913313508034, 0.0029880928341299295, 369.7666063308716, 0.17004257440567017
450, 0.10307082533836365, 0.04058390110731125, 0.05932018160820007, 0.003166746813803911, 380.0503716468811, 0.16829252243041992
460, 0.10124324262142181, 0.04020422697067261, 0.05902716889977455, 0.0020118453539907932, 390.28849959373474, 0.1655646711587906
470, 0.10019929707050323, 0.03919786959886551, 0.058502551168203354, 0.002498872112482786, 400.52959418296814, 0.16526199877262115
480, 0.09905003011226654, 0.04040868952870369, 0.05534074082970619, 0.0033005953300744295, 410.46078515052795, 0.1599937379360199
490, 0.09786239266395569, 0.040361203253269196, 0.054725565016269684, 0.0027756255585700274, 420.47540187835693, 0.15677399933338165
500, 0.09696196019649506, 0.04002312943339348, 0.0538911335170269, 0.0030476998072117567, 430.53046679496765, 0.15484076738357544
510, 0.09502050280570984, 0.04079166799783707, 0.051210395991802216, 0.0030184334609657526, 440.4800319671631, 0.15388230979442596
520, 0.09346070885658264, 0.04139731824398041, 0.04918936640024185, 0.0028740251436829567, 450.43593645095825, 0.15191127359867096
530, 0.09291468560695648, 0.042515579611063004, 0.047671545296907425, 0.0027275551110506058, 460.24382758140564, 0.14840734004974365
540, 0.09195633232593536, 0.04258277267217636, 0.047113869339227676, 0.002259689150378108, 470.20064640045166, 0.1439915895462036
550, 0.09126241505146027, 0.04288612678647041, 0.04657755419611931, 0.0017987359315156937, 480.2163577079773, 0.1405070722103119
560, 0.09058263897895813, 0.043756138533353806, 0.04539056122303009, 0.0014359368942677975, 490.15061593055725, 0.13441860675811768
570, 0.09037020057439804, 0.043542105704545975, 0.04556218162178993, 0.0012659149942919612, 500.1273672580719, 0.1304750293493271
580, 0.08965680003166199, 0.043951913714408875, 0.044422756880521774, 0.0012821315322071314, 510.25377368927, 0.12781713902950287
590, 0.08952931314706802, 0.04427304491400719, 0.043980713933706284, 0.0012755532516166568, 520.2821016311646, 0.12477916479110718
600, 0.08889903128147125, 0.04410969093441963, 0.043392363935709, 0.0013969819992780685, 530.435706615448, 0.1218762919306755
610, 0.0887940376996994, 0.04397893324494362, 0.043401822447776794, 0.001413283753208816, 540.700088262558, 0.11907978355884552
620, 0.08832822740077972, 0.04381496459245682, 0.042933139950037, 0.00158011878374964, 550.679092168808, 0.1175270602107048
630, 0.08809878677129745, 0.04423981532454491, 0.042411722242832184, 0.0014472509501501918, 561.0214130878448, 0.11408603936433792
640, 0.08779992163181305, 0.044027842581272125, 0.04255957156419754, 0.0012125022476539016, 571.5432386398315, 0.11069710552692413
650, 0.08713313937187195, 0.043797507882118225, 0.04228457808494568, 0.001051057130098343, 578.4759297370911, 0.10977710038423538
660, 0.08694666624069214, 0.04380357638001442, 0.042021311819553375, 0.0011217765277251601, 585.1530754566193, 0.10763970017433167
670, 0.08662590384483337, 0.0440838560461998, 0.041531793773174286, 0.0010102508822456002, 591.9671144485474, 0.10656237602233887
680, 0.08581086248159409, 0.04447797313332558, 0.040109362453222275, 0.001223525614477694, 598.8036148548126, 0.1051425188779831
690, 0.085728719830513, 0.044374749064445496, 0.040114618837833405, 0.0012393512297421694, 605.481728553772, 0.10293214023113251
700, 0.08542588353157043, 0.04566701501607895, 0.03810025006532669, 0.0016586154233664274, 612.3962349891663, 0.10061753541231155
710, 0.0848117396235466, 0.04533543065190315, 0.03792443871498108, 0.0015518699074164033, 619.4888269901276, 0.09495461732149124
720, 0.08439706265926361, 0.046093471348285675, 0.03706102818250656, 0.0012425597524270415, 626.521406173706, 0.08857782930135727
730, 0.08423212170600891, 0.04617905989289284, 0.03685345500707626, 0.0011996014509350061, 633.3597187995911, 0.08443499356508255
740, 0.08397792279720306, 0.04627984017133713, 0.036649711430072784, 0.0010483752703294158, 640.4215252399445, 0.08292768150568008
750, 0.08275794237852097, 0.046362414956092834, 0.03531545773148537, 0.0010800696909427643, 647.913801908493, 0.07932032644748688
760, 0.08218268305063248, 0.046963341534137726, 0.03379956632852554, 0.001419773674570024, 655.2871890068054, 0.07515332102775574
770, 0.08185721933841705, 0.04719337821006775, 0.03296170383691788, 0.0017021411331370473, 662.3710486888885, 0.06845863163471222
780, 0.08146438002586365, 0.04815588891506195, 0.03129791468381882, 0.0020105764269828796, 669.5727109909058, 0.06314133107662201
790, 0.08127464354038239, 0.048142120242118835, 0.031364794820547104, 0.0017677245195955038, 676.4926536083221, 0.057462602853775024
800, 0.08081485331058502, 0.04850620776414871, 0.030449002981185913, 0.0018596439622342587, 683.253701210022, 0.053268615156412125
810, 0.07952044159173965, 0.048293374478816986, 0.02895106002688408, 0.002276006853207946, 706.0600621700287, 0.049816396087408066
820, 0.07918819040060043, 0.04874285310506821, 0.02803337201476097, 0.00241196365095675, 732.5533225536346, 0.04784870147705078
830, 0.07748251408338547, 0.0484800785779953, 0.027430294081568718, 0.0015721428208053112, 758.8490610122681, 0.04452699050307274
840, 0.0771486833691597, 0.048237770795822144, 0.027485504746437073, 0.0014254056150093675, 769.5906934738159, 0.04280981793999672
850, 0.07697853446006775, 0.048274654895067215, 0.02712826058268547, 0.0015756204957142472, 780.2509024143219, 0.04057002440094948
860, 0.07676686346530914, 0.04803347587585449, 0.027076173573732376, 0.0016572164604440331, 790.4116938114166, 0.03836195543408394
870, 0.0764930248260498, 0.04736994951963425, 0.027222946286201477, 0.0019001271575689316, 800.5199429988861, 0.03742804378271103
880, 0.07611217349767685, 0.04777632653713226, 0.02659919112920761, 0.0017366544343531132, 810.6218955516815, 0.03668421879410744
890, 0.07572438567876816, 0.048138655722141266, 0.02565382421016693, 0.0019319038838148117, 821.0540945529938, 0.03621170297265053
900, 0.07488326728343964, 0.04949996620416641, 0.022886760532855988, 0.002496537286788225, 828.922327041626, 0.03624974191188812
910, 0.07453832030296326, 0.048962343484163284, 0.023292018100619316, 0.0022839561570435762, 835.5605137348175, 0.0363442488014698
920, 0.07424954324960709, 0.049091044813394547, 0.02320099249482155, 0.0019575085025280714, 842.7073397636414, 0.036087777465581894
930, 0.07321377843618393, 0.04784686863422394, 0.02347768470644951, 0.0018892226507887244, 849.566027879715, 0.03597525879740715
940, 0.07258406281471252, 0.046714216470718384, 0.02375645376741886, 0.0021133923437446356, 857.4171802997589, 0.035772260278463364
950, 0.0723404735326767, 0.04573637992143631, 0.024440551176667213, 0.0021635391749441624, 868.2508418560028, 0.03534533083438873
960, 0.07184430956840515, 0.04533375799655914, 0.0243386197835207, 0.00217193434946239, 874.9471852779388, 0.03522459790110588
970, 0.07145483791828156, 0.043712716549634933, 0.02503241039812565, 0.0027097139973193407, 876.5913379192352, 0.03522459790110588
980, 0.07088745385408401, 0.04396267980337143, 0.02408209815621376, 0.002842674031853676, 878.2151250839233, 0.03522459790110588
990, 0.07014426589012146, 0.043857917189598083, 0.023986566811800003, 0.00229978421702981, 879.8735723495483, 0.03522459790110588
